window,variant,horizon,cost_bps,rank_ic_mean,rank_ic_positive_rate,rank_ic_dates,top_bucket_return_mean,bottom_bucket_return_mean,top_bottom_spread_mean,top_bottom_hit_rate,top_bucket_max_drawdown,spread_max_drawdown,turnover_mean,sector_exposure_top,top_avg_close,universe_avg_close,top_avg_adv20,universe_avg_adv20,score_size_spearman,score_liquidity_spearman,observations
mid_weak,momentum_60,10,35,0.033077,0.588235,119,0.022435,0.033451,-0.011017,0.453782,-0.070377,-0.19109,0.133475,"{""Communication Services"": 0.0651, ""Consumer Discretionary"": 0.0714, ""Financials"": 0.0945, ""Healthcare"": 0.0063, ""Industrials"": 0.0294, ""Technology"": 0.7227, ""Unknown"": 0.0105}",237.012458,292.271415,7740062666.75613,4787281584.578172,-0.042259,0.185403,4522
mid_weak,momentum_60,20,35,0.06881,0.669725,109,0.052328,0.052884,-0.000556,0.522936,-0.037655,-0.124852,0.141204,"{""Communication Services"": 0.0711, ""Consumer Discretionary"": 0.0642, ""Financials"": 0.1032, ""Healthcare"": 0.0069, ""Industrials"": 0.0321, ""Technology"": 0.711, ""Unknown"": 0.0115}",227.918484,289.441519,7489937550.248025,4728770313.973732,-0.05761,0.159162,4142
mid_weak,momentum_60,60,35,0.102509,0.73913,69,0.23464,0.186323,0.048316,0.710145,0.0,-0.143758,0.147059,"{""Communication Services"": 0.1123, ""Consumer Discretionary"": 0.0906, ""Financials"": 0.1413, ""Healthcare"": 0.0109, ""Industrials"": 0.0471, ""Technology"": 0.5978}",222.38158,280.606956,7007872004.048419,4680944433.293624,-0.030563,0.108246,2622
mid_weak,momentum_60,5,70,0.032964,0.604839,124,0.008129,0.011351,-0.003222,0.532258,-0.109868,-0.205472,0.130081,"{""Communication Services"": 0.0625, ""Consumer Discretionary"": 0.0706, ""Financials"": 0.0907, ""Healthcare"": 0.006, ""Industrials"": 0.0282, ""Technology"": 0.7319, ""Unknown"": 0.0101}",239.735657,293.423096,7779854727.142442,4815337885.534054,-0.034285,0.196609,4712
mid_weak,momentum_60,10,70,0.033077,0.588235,119,0.018935,0.029951,-0.011017,0.453782,-0.077442,-0.19109,0.133475,"{""Communication Services"": 0.0651, ""Consumer Discretionary"": 0.0714, ""Financials"": 0.0945, ""Healthcare"": 0.0063, ""Industrials"": 0.0294, ""Technology"": 0.7227, ""Unknown"": 0.0105}",237.012458,292.271415,7740062666.75613,4787281584.578172,-0.042259,0.185403,4522
mid_weak,momentum_60,20,70,0.06881,0.669725,109,0.048828,0.049384,-0.000556,0.522936,-0.039476,-0.124852,0.141204,"{""Communication Services"": 0.0711, ""Consumer Discretionary"": 0.0642, ""Financials"": 0.1032, ""Healthcare"": 0.0069, ""Industrials"": 0.0321, ""Technology"": 0.711, ""Unknown"": 0.0115}",227.918484,289.441519,7489937550.248025,4728770313.973732,-0.05761,0.159162,4142
mid_weak,momentum_60,60,70,0.102509,0.73913,69,0.23114,0.182823,0.048316,0.710145,0.0,-0.143758,0.147059,"{""Communication Services"": 0.1123, ""Consumer Discretionary"": 0.0906, ""Financials"": 0.1413, ""Healthcare"": 0.0109, ""Industrials"": 0.0471, ""Technology"": 0.5978}",222.38158,280.606956,7007872004.048419,4680944433.293624,-0.030563,0.108246,2622
mid_weak,reversal_5,5,0,-0.007688,0.475806,124,0.012565,0.016998,-0.004434,0.508065,-0.06853,-0.158921,0.418699,"{""Communication Services"": 0.0786, ""Consumer Discretionary"": 0.0968, ""Energy"": 0.0605, ""Financials"": 0.0806, ""Healthcare"": 0.2198, ""Industrials"": 0.0645, ""Technology"": 0.3387, ""Unknown"": 0.0605}",274.701267,293.423096,4767290988.131044,4815337885.534054,0.031988,-0.059845,4712
mid_weak,reversal_5,10,0,-0.022361,0.495798,119,0.023096,0.031994,-0.008898,0.495798,-0.038491,-0.172949,0.419492,"{""Communication Services"": 0.0819, ""Consumer Discretionary"": 0.0987, ""Energy"": 0.063, ""Financials"": 0.0735, ""Healthcare"": 0.2248, ""Industrials"": 0.0588, ""Technology"": 0.3382, ""Unknown"": 0.0609}",275.395803,292.271415,4799868568.233493,4787281584.578172,0.036378,-0.060381,4522
mid_weak,reversal_5,20,0,-0.060492,0.440367,109,0.052485,0.071867,-0.019382,0.477064,-0.029345,-0.167967,0.416667,"{""Communication Services"": 0.0757, ""Consumer Discretionary"": 0.0963, ""Energy"": 0.0642, ""Financials"": 0.078, ""Healthcare"": 0.2385, ""Industrials"": 0.0573, ""Technology"": 0.3417, ""Unknown"": 0.0482}",272.255366,289.441519,4904208877.316388,4728770313.973732,0.044025,-0.05179,4142
mid_weak,reversal_5,60,0,-0.146715,0.275362,69,0.137512,0.22703,-0.089518,0.318841,-0.003858,-0.135251,0.393382,"{""Communication Services"": 0.0761, ""Consumer Discretionary"": 0.1014, ""Energy"": 0.0906, ""Financials"": 0.0688, ""Healthcare"": 0.2717, ""Industrials"": 0.0507, ""Technology"": 0.2862, ""Unknown"": 0.0543}",279.556968,280.606956,5074916392.790176,4680944433.293624,0.086795,-0.028794,2622
mid_weak,reversal_5,5,35,-0.007688,0.475806,124,0.009065,0.013498,-0.004434,0.508065,-0.072681,-0.158921,0.418699,"{""Communication Services"": 0.0786, ""Consumer Discretionary"": 0.0968, ""Energy"": 0.0605, ""Financials"": 0.0806, ""Healthcare"": 0.2198, ""Industrials"": 0.0645, ""Technology"": 0.3387, ""Unknown"": 0.0605}",274.701267,293.423096,4767290988.131044,4815337885.534054,0.031988,-0.059845,4712
mid_weak,reversal_5,10,35,-0.022361,0.495798,119,0.019596,0.028494,-0.008898,0.495798,-0.041996,-0.172949,0.419492,"{""Communication Services"": 0.0819, ""Consumer Discretionary"": 0.0987, ""Energy"": 0.063, ""Financials"": 0.0735, ""Healthcare"": 0.2248, ""Industrials"": 0.0588, ""Technology"": 0.3382, ""Unknown"": 0.0609}",275.395803,292.271415,4799868568.233493,4787281584.578172,0.036378,-0.060381,4522
mid_weak,reversal_5,20,35,-0.060492,0.440367,109,0.048985,0.068367,-0.019382,0.477064,-0.031151,-0.167967,0.416667,"{""Communication Services"": 0.0757, ""Consumer Discretionary"": 0.0963, ""Energy"": 0.0642, ""Financials"": 0.078, ""Healthcare"": 0.2385, ""Industrials"": 0.0573, ""Technology"": 0.3417, ""Unknown"": 0.0482}",272.255366,289.441519,4904208877.316388,4728770313.973732,0.044025,-0.05179,4142
mid_weak,reversal_5,60,35,-0.146715,0.275362,69,0.134012,0.22353,-0.089518,0.318841,-0.004105,-0.135251,0.393382,"{""Communication Services"": 0.0761, ""Consumer Discretionary"": 0.1014, ""Energy"": 0.0906, ""Financials"": 0.0688, ""Healthcare"": 0.2717, ""Industrials"": 0.0507, ""Technology"": 0.2862, ""Unknown"": 0.0543}",279.556968,280.606956,5074916392.790176,4680944433.293624,0.086795,-0.028794,2622
mid_weak,reversal_5,5,70,-0.007688,0.475806,124,0.005565,0.009998,-0.004434,0.508065,-0.07683,-0.158921,0.418699,"{""Communication Services"": 0.0786, ""Consumer Discretionary"": 0.0968, ""Energy"": 0.0605, ""Financials"": 0.0806, ""Healthcare"": 0.2198, ""Industrials"": 0.0645, ""Technology"": 0.3387, ""Unknown"": 0.0605}",274.701267,293.423096,4767290988.131044,4815337885.534054,0.031988,-0.059845,4712
mid_weak,reversal_5,10,70,-0.022361,0.495798,119,0.016096,0.024994,-0.008898,0.495798,-0.047426,-0.172949,0.419492,"{""Communication Services"": 0.0819, ""Consumer Discretionary"": 0.0987, ""Energy"": 0.063, ""Financials"": 0.0735, ""Healthcare"": 0.2248, ""Industrials"": 0.0588, ""Technology"": 0.3382, ""Unknown"": 0.0609}",275.395803,292.271415,4799868568.233493,4787281584.578172,0.036378,-0.060381,4522
mid_weak,reversal_5,20,70,-0.060492,0.440367,109,0.045485,0.064867,-0.019382,0.477064,-0.03296,-0.167967,0.416667,"{""Communication Services"": 0.0757, ""Consumer Discretionary"": 0.0963, ""Energy"": 0.0642, ""Financials"": 0.078, ""Healthcare"": 0.2385, ""Industrials"": 0.0573, ""Technology"": 0.3417, ""Unknown"": 0.0482}",272.255366,289.441519,4904208877.316388,4728770313.973732,0.044025,-0.05179,4142
mid_weak,reversal_5,60,70,-0.146715,0.275362,69,0.130512,0.22003,-0.089518,0.318841,-0.004352,-0.135251,0.393382,"{""Communication Services"": 0.0761, ""Consumer Discretionary"": 0.1014, ""Energy"": 0.0906, ""Financials"": 0.0688, ""Healthcare"": 0.2717, ""Industrials"": 0.0507, ""Technology"": 0.2862, ""Unknown"": 0.0543}",279.556968,280.606956,5074916392.790176,4680944433.293624,0.086795,-0.028794,2622
late_strong,pullback_rs_60_5,5,0,0.053716,0.635593,118,0.014584,0.006707,0.007877,0.576271,-0.116989,-0.186871,0.287179,"{""Communication Services"": 0.0119, ""Consumer Discretionary"": 0.0407, ""Energy"": 0.0424, ""Financials"": 0.0186, ""Healthcare"": 0.1153, ""Industrials"": 0.0797, ""Technology"": 0.4203, ""Unknown"": 0.2712}",339.751407,318.106202,4879463493.003596,5245948486.795961,0.101258,0.083783,4838
late_strong,pullback_rs_60_5,10,0,0.072289,0.628319,113,0.031284,-0.000702,0.031986,0.610619,-0.10186,-0.112808,0.285714,"{""Communication Services"": 0.0106, ""Consumer Discretionary"": 0.0389, ""Energy"": 0.0265, ""Financials"": 0.0195, ""Healthcare"": 0.1204, ""Industrials"": 0.0814, ""Technology"": 0.4283, ""Unknown"": 0.2743}",340.400673,317.850046,4907084373.684241,5256654596.53341,0.101796,0.087584,4633
late_strong,pullback_rs_60_5,20,0,0.125315,0.679612,103,0.059223,-0.02145,0.080673,0.718447,-0.029963,-0.048737,0.290196,"{""Communication Services"": 0.0117, ""Consumer Discretionary"": 0.0369, ""Energy"": 0.0117, ""Financials"": 0.0117, ""Healthcare"": 0.132, ""Industrials"": 0.0777, ""Technology"": 0.4505, ""Unknown"": 0.268}",341.727235,319.151301,4892562735.137908,5274750660.444545,0.101826,0.090027,4223
late_strong,pullback_rs_60_5,60,0,0.173511,0.761905,63,0.251597,-0.054705,0.306302,0.888889,-0.003168,-0.011888,0.267742,"{""Communication Services"": 0.0159, ""Consumer Discretionary"": 0.0381, ""Financials"": 0.019, ""Healthcare"": 0.1524, ""Industrials"": 0.0317, ""Technology"": 0.4857, ""Unknown"": 0.2571}",339.396637,319.72768,4792794323.031055,5152490338.706442,0.054429,0.103278,2583
late_strong,pullback_rs_60_5,5,35,0.053716,0.635593,118,0.011084,0.003207,0.007877,0.576271,-0.126016,-0.186871,0.287179,"{""Communication Services"": 0.0119, ""Consumer Discretionary"": 0.0407, ""Energy"": 0.0424, ""Financials"": 0.0186, ""Healthcare"": 0.1153, ""Industrials"": 0.0797, ""Technology"": 0.4203, ""Unknown"": 0.2712}",339.751407,318.106202,4879463493.003596,5245948486.795961,0.101258,0.083783,4838
late_strong,pullback_rs_60_5,10,35,0.072289,0.628319,113,0.027784,-0.004202,0.031986,0.610619,-0.10599,-0.112808,0.285714,"{""Communication Services"": 0.0106, ""Consumer Discretionary"": 0.0389, ""Energy"": 0.0265, ""Financials"": 0.0195, ""Healthcare"": 0.1204, ""Industrials"": 0.0814, ""Technology"": 0.4283, ""Unknown"": 0.2743}",340.400673,317.850046,4907084373.684241,5256654596.53341,0.101796,0.087584,4633
late_strong,pullback_rs_60_5,20,35,0.125315,0.679612,103,0.055723,-0.02495,0.080673,0.718447,-0.031431,-0.048737,0.290196,"{""Communication Services"": 0.0117, ""Consumer Discretionary"": 0.0369, ""Energy"": 0.0117, ""Financials"": 0.0117, ""Healthcare"": 0.132, ""Industrials"": 0.0777, ""Technology"": 0.4505, ""Unknown"": 0.268}",341.727235,319.151301,4892562735.137908,5274750660.444545,0.101826,0.090027,4223
late_strong,pullback_rs_60_5,60,35,0.173511,0.761905,63,0.248097,-0.058205,0.306302,0.888889,-0.003381,-0.011888,0.267742,"{""Communication Services"": 0.0159, ""Consumer Discretionary"": 0.0381, ""Financials"": 0.019, ""Healthcare"": 0.1524, ""Industrials"": 0.0317, ""Technology"": 0.4857, ""Unknown"": 0.2571}",339.396637,319.72768,4792794323.031055,5152490338.706442,0.054429,0.103278,2583
late_strong,pullback_rs_60_5,5,70,0.053716,0.635593,118,0.007584,-0.000293,0.007877,0.576271,-0.134984,-0.186871,0.287179,"{""Communication Services"": 0.0119, ""Consumer Discretionary"": 0.0407, ""Energy"": 0.0424, ""Financials"": 0.0186, ""Healthcare"": 0.1153, ""Industrials"": 0.0797, ""Technology"": 0.4203, ""Unknown"": 0.2712}",339.751407,318.106202,4879463493.003596,5245948486.795961,0.101258,0.083783,4838
late_strong,pullback_rs_60_5,10,70,0.072289,0.628319,113,0.024284,-0.007702,0.031986,0.610619,-0.110118,-0.112808,0.285714,"{""Communication Services"": 0.0106, ""Consumer Discretionary"": 0.0389, ""Energy"": 0.0265, ""Financials"": 0.0195, ""Healthcare"": 0.1204, ""Industrials"": 0.0814, ""Technology"": 0.4283, ""Unknown"": 0.2743}",340.400673,317.850046,4907084373.684241,5256654596.53341,0.101796,0.087584,4633
late_strong,pullback_rs_60_5,20,70,0.125315,0.679612,103,0.052223,-0.02845,0.080673,0.718447,-0.032902,-0.048737,0.290196,"{""Communication Services"": 0.0117, ""Consumer Discretionary"": 0.0369, ""Energy"": 0.0117, ""Financials"": 0.0117, ""Healthcare"": 0.132, ""Industrials"": 0.0777, ""Technology"": 0.4505, ""Unknown"": 0.268}",341.727235,319.151301,4892562735.137908,5274750660.444545,0.101826,0.090027,4223
late_strong,pullback_rs_60_5,60,70,0.173511,0.761905,63,0.244597,-0.061705,0.306302,0.888889,-0.003627,-0.011888,0.267742,"{""Communication Services"": 0.0159, ""Consumer Discretionary"": 0.0381, ""Financials"": 0.019, ""Healthcare"": 0.1524, ""Industrials"": 0.0317, ""Technology"": 0.4857, ""Unknown"": 0.2571}",339.396637,319.72768,4792794323.031055,5152490338.706442,0.054429,0.103278,2583
late_strong,momentum_60,5,0,0.064463,0.661017,118,0.01645,-0.002843,0.019293,0.627119,-0.115943,-0.175679,0.121368,"{""Energy"": 0.0966, ""Financials"": 0.0034, ""Healthcare"": 0.0983, ""Industrials"": 0.0847, ""Technology"": 0.3847, ""Unknown"": 0.3322}",372.468191,318.106202,4453140975.681335,5245948486.795961,0.21847,0.172136,4838
late_strong,momentum_60,10,0,0.108174,0.699115,113,0.032084,-0.008913,0.040997,0.646018,-0.072354,-0.141149,0.121429,"{""Energy"": 0.0973, ""Financials"": 0.0035, ""Healthcare"": 0.1027, ""Industrials"": 0.0743, ""Technology"": 0.3876, ""Unknown"": 0.3345}",366.81924,317.850046,4404971123.79877,5256654596.53341,0.21587,0.165486,4633
late_strong,momentum_60,20,0,0.148767,0.708738,103,0.068828,-0.027552,0.09638,0.757282,-0.02783,-0.088137,0.117647,"{""Energy"": 0.0699, ""Financials"": 0.0039, ""Healthcare"": 0.1126, ""Industrials"": 0.0699, ""Technology"": 0.4136, ""Unknown"": 0.3301}",369.262366,319.151301,4438312228.685485,5274750660.444545,0.216447,0.153463,4223
late_strong,momentum_60,60,0,0.385454,1.0,63,0.378367,-0.136378,0.514745,1.0,0.0,0.0,0.106452,"{""Financials"": 0.0032, ""Healthcare"": 0.1683, ""Industrials"": 0.0222, ""Technology"": 0.4825, ""Unknown"": 0.3238}",354.770913,319.72768,3931099089.704476,5152490338.706442,0.152464,0.158434,2583
late_strong,momentum_60,5,35,0.064463,0.661017,118,0.01295,-0.006343,0.019293,0.627119,-0.121376,-0.175679,0.121368,"{""Energy"": 0.0966, ""Financials"": 0.0034, ""Healthcare"": 0.0983, ""Industrials"": 0.0847, ""Technology"": 0.3847, ""Unknown"": 0.3322}",372.468191,318.106202,4453140975.681335,5245948486.795961,0.21847,0.172136,4838
late_strong,momentum_60,10,35,0.108174,0.699115,113,0.028584,-0.012413,0.040997,0.646018,-0.075858,-0.141149,0.121429,"{""Energy"": 0.0973, ""Financials"": 0.0035, ""Healthcare"": 0.1027, ""Industrials"": 0.0743, ""Technology"": 0.3876, ""Unknown"": 0.3345}",366.81924,317.850046,4404971123.79877,5256654596.53341,0.21587,0.165486,4633
late_strong,momentum_60,20,35,0.148767,0.708738,103,0.065328,-0.031052,0.09638,0.757282,-0.029463,-0.088137,0.117647,"{""Energy"": 0.0699, ""Financials"": 0.0039, ""Healthcare"": 0.1126, ""Industrials"": 0.0699, ""Technology"": 0.4136, ""Unknown"": 0.3301}",369.262366,319.151301,4438312228.685485,5274750660.444545,0.216447,0.153463,4223
late_strong,momentum_60,60,35,0.385454,1.0,63,0.374867,-0.139878,0.514745,1.0,0.0,0.0,0.106452,"{""Financials"": 0.0032, ""Healthcare"": 0.1683, ""Industrials"": 0.0222, ""Technology"": 0.4825, ""Unknown"": 0.3238}",354.770913,319.72768,3931099089.704476,5152490338.706442,0.152464,0.158434,2583
late_strong,momentum_60,5,70,0.064463,0.661017,118,0.00945,-0.009843,0.019293,0.627119,-0.127469,-0.175679,0.121368,"{""Energy"": 0.0966, ""Financials"": 0.0034, ""Healthcare"": 0.0983, ""Industrials"": 0.0847, ""Technology"": 0.3847, ""Unknown"": 0.3322}",372.468191,318.106202,4453140975.681335,5245948486.795961,0.21847,0.172136,4838
late_strong,momentum_60,10,70,0.108174,0.699115,113,0.025084,-0.015913,0.040997,0.646018,-0.079363,-0.141149,0.121429,"{""Energy"": 0.0973, ""Financials"": 0.0035, ""Healthcare"": 0.1027, ""Industrials"": 0.0743, ""Technology"": 0.3876, ""Unknown"": 0.3345}",366.81924,317.850046,4404971123.79877,5256654596.53341,0.21587,0.165486,4633
late_strong,momentum_60,20,70,0.148767,0.708738,103,0.061828,-0.034552,0.09638,0.757282,-0.031099,-0.088137,0.117647,"{""Energy"": 0.0699, ""Financials"": 0.0039, ""Healthcare"": 0.1126, ""Industrials"": 0.0699, ""Technology"": 0.4136, ""Unknown"": 0.3301}",369.262366,319.151301,4438312228.685485,5274750660.444545,0.216447,0.153463,4223
late_strong,momentum_60,60,70,0.385454,1.0,63,0.371367,-0.143378,0.514745,1.0,0.0,0.0,0.106452,"{""Financials"": 0.0032, ""Healthcare"": 0.1683, ""Industrials"": 0.0222, ""Technology"": 0.4825, ""Unknown"": 0.3238}",354.770913,319.72768,3931099089.704476,5152490338.706442,0.152464,0.158434,2583
late_strong,reversal_5,5,0,-0.007977,0.466102,118,0.00423,0.012935,-0.008706,0.5,-0.121647,-0.261701,0.376068,"{""Communication Services"": 0.0695, ""Consumer Discretionary"": 0.0559, ""Energy"": 0.0254, ""Financials"": 0.0881, ""Healthcare"": 0.1034, ""Industrials"": 0.0576, ""Technology"": 0.4746, ""Unknown"": 0.1254}",265.722022,318.106202,4584087461.659666,5245948486.795961,-0.071214,-0.032938,4838
late_strong,reversal_5,10,0,0.006705,0.557522,113,0.014951,0.011735,0.003216,0.530973,-0.122229,-0.219443,0.382143,"{""Communication Services"": 0.0726, ""Consumer Discretionary"": 0.0549, ""Energy"": 0.0159, ""Financials"": 0.092, ""Healthcare"": 0.108, ""Industrials"": 0.0602, ""Technology"": 0.4655, ""Unknown"": 0.131}",270.970907,317.850046,4578011757.669041,5256654596.53341,-0.065268,-0.023914,4633
late_strong,reversal_5,20,0,0.017961,0.601942,103,0.014025,0.013299,0.000727,0.543689,-0.065325,-0.141745,0.384314,"{""Communication Services"": 0.0757, ""Consumer Discretionary"": 0.0544, ""Energy"": 0.0078, ""Financials"": 0.0913, ""Healthcare"": 0.1146, ""Industrials"": 0.066, ""Technology"": 0.4621, ""Unknown"": 0.1282}",271.69091,319.151301,4490543906.042006,5274750660.444545,-0.066453,-0.019438,4223
late_strong,reversal_5,60,0,-0.132103,0.285714,63,0.000759,0.104286,-0.103527,0.253968,-0.026746,-0.145042,0.335484,"{""Communication Services"": 0.0921, ""Consumer Discretionary"": 0.054, ""Energy"": 0.0095, ""Financials"": 0.0952, ""Healthcare"": 0.1048, ""Industrials"": 0.0508, ""Technology"": 0.454, ""Unknown"": 0.1397}",273.785042,319.72768,4556648354.174976,5152490338.706442,-0.073341,-0.018704,2583
late_strong,reversal_5,5,35,-0.007977,0.466102,118,0.00073,0.009435,-0.008706,0.5,-0.158283,-0.261701,0.376068,"{""Communication Services"": 0.0695, ""Consumer Discretionary"": 0.0559, ""Energy"": 0.0254, ""Financials"": 0.0881, ""Healthcare"": 0.1034, ""Industrials"": 0.0576, ""Technology"": 0.4746, ""Unknown"": 0.1254}",265.722022,318.106202,4584087461.659666,5245948486.795961,-0.071214,-0.032938,4838
late_strong,reversal_5,10,35,0.006705,0.557522,113,0.011451,0.008235,0.003216,0.530973,-0.129403,-0.219443,0.382143,"{""Communication Services"": 0.0726, ""Consumer Discretionary"": 0.0549, ""Energy"": 0.0159, ""Financials"": 0.092, ""Healthcare"": 0.108, ""Industrials"": 0.0602, ""Technology"": 0.4655, ""Unknown"": 0.131}",270.970907,317.850046,4578011757.669041,5256654596.53341,-0.065268,-0.023914,4633
late_strong,reversal_5,20,35,0.017961,0.601942,103,0.010525,0.009799,0.000727,0.543689,-0.069981,-0.141745,0.384314,"{""Communication Services"": 0.0757, ""Consumer Discretionary"": 0.0544, ""Energy"": 0.0078, ""Financials"": 0.0913, ""Healthcare"": 0.1146, ""Industrials"": 0.066, ""Technology"": 0.4621, ""Unknown"": 0.1282}",271.69091,319.151301,4490543906.042006,5274750660.444545,-0.066453,-0.019438,4223
late_strong,reversal_5,60,35,-0.132103,0.285714,63,-0.002741,0.100786,-0.103527,0.253968,-0.029659,-0.145042,0.335484,"{""Communication Services"": 0.0921, ""Consumer Discretionary"": 0.054, ""Energy"": 0.0095, ""Financials"": 0.0952, ""Healthcare"": 0.1048, ""Industrials"": 0.0508, ""Technology"": 0.454, ""Unknown"": 0.1397}",273.785042,319.72768,4556648354.174976,5152490338.706442,-0.073341,-0.018704,2583
late_strong,reversal_5,5,70,-0.007977,0.466102,118,-0.00277,0.005935,-0.008706,0.5,-0.19881,-0.261701,0.376068,"{""Communication Services"": 0.0695, ""Consumer Discretionary"": 0.0559, ""Energy"": 0.0254, ""Financials"": 0.0881, ""Healthcare"": 0.1034, ""Industrials"": 0.0576, ""Technology"": 0.4746, ""Unknown"": 0.1254}",265.722022,318.106202,4584087461.659666,5245948486.795961,-0.071214,-0.032938,4838
late_strong,reversal_5,10,70,0.006705,0.557522,113,0.007951,0.004735,0.003216,0.530973,-0.136546,-0.219443,0.382143,"{""Communication Services"": 0.0726, ""Consumer Discretionary"": 0.0549, ""Energy"": 0.0159, ""Financials"": 0.092, ""Healthcare"": 0.108, ""Industrials"": 0.0602, ""Technology"": 0.4655, ""Unknown"": 0.131}",270.970907,317.850046,4578011757.669041,5256654596.53341,-0.065268,-0.023914,4633
late_strong,reversal_5,20,70,0.017961,0.601942,103,0.007025,0.006299,0.000727,0.543689,-0.074631,-0.141745,0.384314,"{""Communication Services"": 0.0757, ""Consumer Discretionary"": 0.0544, ""Energy"": 0.0078, ""Financials"": 0.0913, ""Healthcare"": 0.1146, ""Industrials"": 0.066, ""Technology"": 0.4621, ""Unknown"": 0.1282}",271.69091,319.151301,4490543906.042006,5274750660.444545,-0.066453,-0.019438,4223
late_strong,reversal_5,60,70,-0.132103,0.285714,63,-0.006241,0.097286,-0.103527,0.253968,-0.032574,-0.145042,0.335484,"{""Communication Services"": 0.0921, ""Consumer Discretionary"": 0.054, ""Energy"": 0.0095, ""Financials"": 0.0952, ""Healthcare"": 0.1048, ""Industrials"": 0.0508, ""Technology"": 0.454, ""Unknown"": 0.1397}",273.785042,319.72768,4556648354.174976,5152490338.706442,-0.073341,-0.018704,2583
